Location,Site,Reef Type ,Management,Current,Depth range,Transect,Genus ,Co-ccurrance,Count
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,WS,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Seriatopora,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Acropora,B,8
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Acropora,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Acropora,P,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Acropora,WS,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Acropora,WS,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Acropora,WS,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Astreopora,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Favites,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Favites,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Fungia,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Fungia,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Isopora,P,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Leptastrea,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Leptoria,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Merulina,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Montipora,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Montipora,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Montipora,WS,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Pachyseris,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Pachyseris,"B, other disease",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Pachyseris,"WS, P",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Pavona,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Pavona,"P, E",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Pocillopora,B,14
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Pocillopora,B,24
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Porites,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Porites,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Porites,"B, P",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Porites,B,11
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Porites,P,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Porites,P,8
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Porites,WS,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,3,Seriatopora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,B,9
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,"B, P",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,"B, WS",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,"P, other diseases",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,P,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,WS,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Acropora,WS,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Echinophyllia,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Favites,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Favites,B,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Galaxea,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Montipora,B,4
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Montipora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Montipora,"WS, E",2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Montipora,WS,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Pavona,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Pavona,P,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Pocillopora,B,8
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Pocillopora,B,6
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Pocillopora,P,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,B,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,"B, E",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,"B, P",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,"B, P",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,B,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,P,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,P,7
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,"WS, P",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,"WS, P",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,WS,4
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Porites,WS,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,1,Stylophora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Acropora,B,10
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Acropora,B,20
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Acropora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Acropora,P,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Acropora,P,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Acropora,WS,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Acropora,WS,4
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Favites,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Favites,B,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Goniastrea,P,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Isopora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,"B, E",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,"B, P",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,B,9
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,P,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,P,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,WS,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Montipora,WS,5
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Pavona,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Pavona,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Pocillopora,B,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Pocillopora,B,7
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Porites,"B, P",2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Porites,B,4
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Porites,"B, P",2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Porites,B,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Porites,P,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Porites,P,10
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Porites,WS,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Stylophora,B,4
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,2,Stylophora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Acropora,B,12
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Acropora,B,8
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Acropora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Acropora,P,3
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Acropora,"WS, P",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Acropora,WS,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Astreopora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Favia,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Favites,B,7
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Isopora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Leptastrea,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Merulina,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Montipora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Montipora,"B, E",1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Montipora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Montipora,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Montipora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Montipora,P,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Montipora,WS,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Mycedium,B,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Pachyseris,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Pavona,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Pocillopora,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Pocillopora,B,10
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Porites,B,1
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Porites,B,8
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Porites,B,5
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Porites,B,5
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Porites,P,2
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Porites,P,5
NanuyaLailai,NLDF2,Fore reef,Open,High,Deep,3,Porites,WS,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Acropora,B,13
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Acropora,B,17
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Acropora,"B, WS",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Acropora,P,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Acropora,"WS, other diseases",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Acropora,WS,7
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Acropora,"WS, other diseases",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Ctenactis,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Ctenactis,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Ctenactis,WS,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Favites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Favites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Fungia,B,7
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Fungia,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Fungia,"B, other disease",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Galaxea,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Goniastrea,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Goniastrea,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Millepora,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Montipora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Montipora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Montipora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Montipora,"B, P",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Montipora,WS,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Mycedium,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Oxypora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Pachyseris,WS,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Pavona,WS,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Platygyra,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Pocillopora,B,6
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Pocillopora,B,41
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,B,4
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,"B, WS",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,P,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,P,6
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,"WS, P",2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,WS,3
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,"WS, E",5
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,1,Porites,WS,9
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,B,11
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,B,26
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,P,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,"WS, P",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,WS,3
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,WS,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Acropora,WS,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Astreopora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Ctenactis,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Favites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Fungia,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Fungia,"B, WS",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Goniastrea,B,3
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Goniastrea,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Goniastrea,P,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Montipora,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Montipora,B,5
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Pachyseris,P,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Pavona,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Pocillopora,B,8
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Pocillopora,B,7
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,B,3
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,"B, E",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,B,15
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,"B, WS",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,"B, P",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,B,4
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,P,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,P,5
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,"WS, P",7
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,WS,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,"WS, E",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,WS,4
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Porites,WS,8
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Symphyllia,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Turbinaria ,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,2,Turbinaria ,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Acropora,B,15
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Acropora,B,6
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Acropora,P,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Acropora,WS,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Ctenactis,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Ctenactis,P,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Fungia,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Goniastrea,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Goniastrea,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Herpolitha,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Lobophyllia,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Merulina,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Montipora,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Pavona,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Pocillopora,B,8
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Pocillopora,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,B,1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,B,12
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,"B, WS",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,B,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,B,4
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,P,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,"WS, E",2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,WS,6
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,"WS, other diseases",1
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,WS,2
NanuyaLailai,NLSF1,Fore reef,Tabu,High,Shallow,3,Porites,WS,3
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Acropora,B,18
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Acropora,B,12
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Acropora,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Acropora,WS,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Favites,B,3
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Favites,B,11
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Fungia,B,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Goniastrea,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Isopora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Leptoria,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Montipora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Montipora,"B, E",1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Montipora,B,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Montipora,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Mycedium,P,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Pavona,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Platygyra,B,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Platygyra,B,8
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Pocillopora,B,14
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Pocillopora,B,6
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,B,4
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,"B, P",1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,B,5
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,B,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,"P, E",1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,P,4
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,WS,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,WS,3
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,1,Porites,WS,3
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Acropora,B,35
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Acropora,B,13
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Acropora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Acropora,P,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Acropora,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Favites,B,9
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Favites,B,11
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Fungia,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Fungia,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Goniastrea,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Goniastrea,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Isopora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Leptastrea,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,"B, E",2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,"WS, E",1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,WS,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Montipora,WS,5
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Oxypora,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Pachyseris,P,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Pachyseris,"WS, E",1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Platygyra,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Pocillopora,B,8
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Pocillopora,B,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,B,10
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,B,4
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,B,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,B,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,P,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,WS,2
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,WS,8
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Porites,WS,4
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,2,Stylophora,B,3
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Acropora,B,14
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Acropora,"B, P",1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Acropora,B,6
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Acropora,P,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Acropora,P,3
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Acropora,WS,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Acropora,WS,3
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Cyphastrea,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Echinophyllia,B,1
NanuyaLailai,NLSF2,Fore reef,Open,Low,Shallow,3,Favites,B,2
