Location,Site,Reef Type ,Management,Current,Depth range,Transect,Genus ,Co-ccurrance,Count
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,1,Favia,B,1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,1,Favites,B,6
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,1,Goniastrea,B,1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,1,Pavona,B,1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,1,Porites,P,4
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,1,Porites,P,10
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,1,Porites,WS,2
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Favia,B,1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Favites,B,2
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Favites,B,2
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Goniastrea,"B, P",2
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Leptoria,B,1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Porites,B,1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Porites,P,2
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,2,Porites,WS,3
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,3,Pocillopora,"B, P",1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,3,Pocillopora,"B, P",5
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,3,Porites,B,2
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,3,Porites,P,1
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,3,Porites,P,3
Leleuvia ,LUSOH2,Diffused fringing ,Tabu,High,Shallow,3,Porites,WS,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,1,Acropora,"B, P",1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,1,Acropora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,1,Fungia,WS,2
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,1,Pocillopora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,1,Porites,P,6
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,1,Porites,P,2
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Acropora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Acropora,"B, P",1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Acropora,P,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Astreopora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Goniastrea,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Platygyra,"WS, P",1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Pocillopora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Porites,B,2
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Porites,B,4
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Porites,P,3
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,2,Porites,WS,2
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Acropora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Acropora,B,2
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Acropora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Acropora,P,2
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Acropora,WS,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Acropora,WS,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Favites,B,10
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Leptoria,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Montipora,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Pavona,B,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Platygyra,WS,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Platygyra,WS,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Porites,B,8
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Porites,P,3
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Porites,P,2
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Porites,WS,3
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Porites,WS,1
Leleuvia ,LUSRF1,Reef flat,Open,Low,Shallow,3,Porites,"WS, other diseases",2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Favites,B,2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Hydnophora,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Leptoria,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Montastrea,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Pocillopora,B,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Pocillopora,B,2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Porites,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Porites,B,5
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Porites,P,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Porites,WS,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,1,Turbinaria ,WS,2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Acropora,B,10
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Acropora,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Acropora,P,2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Acropora,"WS, P",1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Diploastrea,WS,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Favites,B,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Goniastrea,B,2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Pocillopora,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Porites,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Porites,P,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Porites,P,8
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Porites,WS,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,2,Porites,WS,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,B,5
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,"B, other disease",1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,B,5
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,B,2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,"P, other diseases",1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,P,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,"WS, other diseases",2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,WS,4
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Acropora,WS,2
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Favites,B,12
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Fungia,P,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Galaxea,B,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Hydnophora,WS,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Montipora,WS,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Pavona,P,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Platygyra,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Pocillopora,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Pocillopora,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Porites,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Porites,B,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Porites,B,8
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Porites,P,1
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Porites,P,18
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Porites,WS,3
Leleuvia ,LUSRF2,Reef,Tabu,Low,Shallow,3,Stylophora,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Acropora,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Acropora,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Acropora,P,7
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Acropora,"WS, P",1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Acropora,WS,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Acropora,WS,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Acropora,WS,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Favites,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Favites,B,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Goniastrea,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Goniastrea,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Isopora,B,11
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Isopora,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Isopora,P,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Isopora,P,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Leptastrea,P,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Leptoria,"B, P",1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Montastrea,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Montastrea,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Pavona,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Pocillopora,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Pocillopora,B,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Porites,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Porites,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Porites,P,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Porites,WS,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Porites,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,1,Psammocora,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Acropora,B,7
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Acropora,P,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Acropora,P,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Acropora,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Acropora,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Favites,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Goniastrea,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Hydnophora,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Hydnophora,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Leptastrea,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Montastrea,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Montipora,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Pocillopora,B,4
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Pocillopora,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Porites,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Porites,B,4
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Porites,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Porites,P,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Porites,P,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Porites,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,2,Porites,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,B,8
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,B,7
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,P,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,P,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,"WS, P",1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,WS,6
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Acropora,WS,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Favites,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Goniastrea,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Isopora,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Leptoria,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Leptoria,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Montipora,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Montipora,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Pavona,B,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Platygyra,"B, E",1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Pocillopora,B,10
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Pocillopora,B,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Porites,B,2
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Porites,B,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Porites,B,3
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Porites,P,1
Leleuvia ,LUSRF3,Reef flat,Open,High,Shallow,3,Porites,P,11
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Acropora,B,30
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Acropora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Favites,B,2
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Goniastrea,"B, E",1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Goniastrea,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Goniastrea,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Isopora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Leptoria,B,2
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Leptoria,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Millepora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Montastrea,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Montastrea,B,2
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Montipora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Platygyra,B,4
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Platygyra,B,2
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Pocillopora,B,29
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Pocillopora,"B, P",1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Pocillopora,"B, P",5
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Pocillopora,B,22
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Pocillopora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Porites,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Porites,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Porites,B,17
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Porites,P,9
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Porites,P,15
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Porites,"P, other diseases",1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,1,Porites,WS,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Acropora,B,6
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Favites,B,2
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Leptoria,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Pavona,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Pocillopora,B,3
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Pocillopora,B,2
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Pocillopora,"B, P",1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Pocillopora,"B, P",1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Porites,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Porites,B,4
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Porites,"B, P",1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Porites,B,2
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Porites,P,5
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Porites,P,17
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,2,Porites,WS,4
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,3,Acropora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,3,Pocillopora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,3,Pocillopora,B,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,3,Porites,B,3
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,3,Porites,P,1
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,3,Porites,P,14
Leleuvia ,LUSRF4,Reef flat,Tabu,High,Shallow,3,Porites,WS,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Acropora,B,12
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Acropora,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Acropora,"B, WS",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Acropora,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Acropora,P,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Acropora,WS,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Acropora,WS,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Cyphastrea,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Favia,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Favia,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Favites,B,5
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Favites,B,5
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Favites,P,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Fungia,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Goniastrea,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Goniastrea,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Goniastrea,P,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Goniopora,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Leptastrea,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Leptoseris,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Merulina,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Merulina,"B, others",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Montipora,"B, E",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Montipora,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Montipora,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Montipora,WS,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Mycedium,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Pavona,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Pectinia,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Platygyra,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Pocillopora,B,6
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Pocillopora,B,5
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,"B, E",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,B,10
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,B,4
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,"B, P",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,"B, P",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,B,13
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,"B, other disease",2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,"B, others",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,"B, WS",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,P,4
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,"WS, E",2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Porites,WS,11
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Seriatopora,B,7
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,1,Seriatopora,B,4
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Acropora,B,10
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Acropora,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Acropora,"B, WS",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Acropora,WS,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Ctenactis,"B, other disease",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Cyphastrea,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Diploastrea,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Favia,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Favites,B,6
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Favites,B,5
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Fungia,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Fungia,"B, P",2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Fungia,WS,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Goniastrea,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Goniastrea,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Goniopora,"B, E",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Leptoseris,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Merulina,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Merulina,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Montipora,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Montipora,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Montipora,P,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pachyseris,B,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pachyseris,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pachyseris,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pachyseris,WS,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pavona,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pectinia,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pocillopora,B,9
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pocillopora,B,12
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Pocillopora,"B, WS",2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,B,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,B,1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,"B, P",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,B,11
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,"B, WS",1
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,P,3
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,"P, other diseases",5
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,WS,2
NanuyaLailai,NLDF1,Fore reef,Tabu,Low,Deep,2,Porites,"WS, E",1
