Location,SiteName,Transect,Genus,NumberperTransect,Growthforms,SignsAbnormal,type1,type2,type3,type4,cat1,cat2,cat3,cat4,n_cat,P,WS
Moorea,MRSRF1,2,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,E,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Pavona,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Pocillopora,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Montipora,1,E,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Pocillopora,1,SM,2,PR,B,PD,,PR,B,,,2,0,0
Moorea,MRSRF1,2,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,2,Pocillopora,1,SM,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,2,Montipora,3,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,3,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PR,PD,,P,PR,,,2,1,0
Moorea,MRSRF1,2,Porites,7,M,1,UWS,P,PD,,UWS,P,,,2,1,0
Moorea,MRSRF1,2,Porites,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,2,Pocillopora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,2,Pocillopora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Pocillopora,3,SM,2,PR,B,PD,,PR,B,,,2,0,0
Moorea,MRSRF1,2,Pocillopora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,M,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,B,,,P,B,,,2,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,SM,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,3,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,UWS,PD,,,UWS,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,M,1,UWS,,,,UWS,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,3,SM,1,E,PR,B,PD,GA,PR,B,,3,0,0
Moorea,MRSRF1,2,Porites,4,M,1,UWS,,,,UWS,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Montipora,2,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,2,M,2,IG,PD,,,GA,,,,1,0,0
Moorea,MRSRF1,2,Porites,4,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,2,M,1,UWS,,,,UWS,,,,1,0,0
Moorea,MRSRF1,2,Porites,5,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,TLS,P,PD,,TLS,P,,,2,1,0
Moorea,MRSRF1,2,Porites,2,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Montipora,1,E,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,E,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,M,1,WS,B,P,PD,WS,B,P,,3,1,1
Moorea,MRSRF1,2,Porites,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,M,1,UWS,P,PD,,UWS,P,,,2,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,E,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,SM,1,E,B,PD,,GA,B,,,2,0,0
Moorea,MRSRF1,2,Montipora,1,SM,1,UWS,PD,,,UWS,,,,1,0,0
Moorea,MRSRF1,2,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,2,Porites,2,M,1,UWS,PD,,,UWS,,,,1,0,0
Moorea,MRSRF1,2,Porites,1,M,1,TLS,P,PD,,TLS,P,,,2,1,0
Moorea,MRSRF1,2,Porites,1,B,1,E,B,PD,,GA,B,,,2,0,0
Moorea,MRSRF1,2,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,2,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,3,Montipora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,4,M,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,2,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,1,M,1,TLS,PR,B,PD,TLS,PR,B,,3,0,0
Moorea,MRSRF1,3,Porites,2,SM,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,2,M,1,B,P,,,B,P,,,2,1,0
Moorea,MRSRF1,3,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,1,M,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,3,Montipora,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,3,Acropora,1,D,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,3,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,1,M,4,E,PD,,,GA,,,,1,0,0
Moorea,MRSRF1,3,Porites,1,M,1,P,B,,,P,B,,,2,1,0
Moorea,MRSRF1,3,Porites,1,M,1,P,B,PD,,P,B,,,2,1,0
Moorea,MRSRF1,3,Pocillopora,1,SM,2,PR,B,PD,,PR,B,,,2,0,0
Moorea,MRSRF1,3,Porites,2,SM,1,P,B,PD,,P,B,,,2,1,0
Moorea,MRSRF1,3,Porites,1,M,1,P,B,PD,,P,B,,,2,1,0
Moorea,MRSRF1,3,Pocillopora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,3,M,1,UWS,,,,UWS,,,,1,0,0
Moorea,MRSRF1,3,Pocillopora,2,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,3,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,1,M,1,UWS,PD,,,UWS,,,,1,0,0
Moorea,MRSRF1,3,Porites,2,M,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,3,Pocillopora,5,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,1,M,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,2,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,2,M,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF1,3,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,1,M,1,P,B,,,P,B,,,2,1,0
Moorea,MRSRF1,3,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,1,M,1,P,,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Montipora,1,SM,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF1,3,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF1,3,Porites,2,M,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF1,3,Porites,2,M,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF1,3,Porites,1,M,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,3,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,E,PD,B,P,GA,,3,1,0
Moorea,MRSRF2,1,Acropora,4,B,1,WS,B,PD,,WS,B,,,2,0,1
Moorea,MRSRF2,1,Acropora,2,B,1,B,P,UWS,PD,B,P,UWS,,3,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,WS,PD,,B,WS,,,2,0,1
Moorea,MRSRF2,1,Acropora,3,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,4,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,1,B,1,WS,PD,,,WS,,,,1,0,1
Moorea,MRSRF2,1,Porites,4,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,2,B,1,WS,B,PD,,WS,B,,,2,0,1
Moorea,MRSRF2,1,Porites,1,B,1,P,B,PD,,P,B,,,2,1,0
Moorea,MRSRF2,1,Acropora,16,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Acropora,1,B,1,WS,B,PD,,WS,B,,,2,0,1
Moorea,MRSRF2,1,Acropora,4,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Acropora,3,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,1,B,1,WS,B,PD,,WS,B,,,2,0,1
Moorea,MRSRF2,1,Echinopora,6,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Pavona,3,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,SM,2,PR,PD,,,PR,,,,1,0,0
Moorea,MRSRF2,1,Porites,10,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,3,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,2,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Montipora,1,E,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,2,GA,B,PD,,GA,B,,,2,0,0
Moorea,MRSRF2,1,Porites,2,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,4,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,E,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,13,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,SM,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,1,F,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,2,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,2,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,2,PR,PD,,,PR,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,2,PR,E,PD,,PR,GA,,,2,0,0
Moorea,MRSRF2,1,Porites,2,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,5,F,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,2,F,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,6,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,1,B,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,4,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,2,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Acropora,1,B,1,WS,P,PD,,WS,P,,,2,1,1
Moorea,MRSRF2,1,Pocillopora,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pocillopora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,2,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,1,B,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Acropora,3,B,1,WS,,,,WS,,,,1,0,1
Moorea,MRSRF2,1,Acropora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,1,B,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Acropora,4,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Acropora,1,B,1,WS,,,,WS,,,,1,0,1
Moorea,MRSRF2,1,Acropora,3,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,2,B,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Acropora,1,B,1,WS,B,PD,,WS,B,,,2,0,1
Moorea,MRSRF2,1,Acropora,5,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Acropora,2,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,4,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Acropora,1,B,1,WS,PD,,,WS,,,,1,0,1
Moorea,MRSRF2,1,Acropora,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,7,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Acropora,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Acropora,3,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Acropora,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,18,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,9,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,10,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,4,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Pavona,11,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,5,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,F,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Montipora,6,SM,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,F,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Favites,1,M,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,2,F,2,GA,B,PD,,GA,B,,,2,0,0
Moorea,MRSRF2,1,Porites,3,F,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,3,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,6,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,UWS,PD,,B,UWS,,,2,0,0
Moorea,MRSRF2,1,Pavona,5,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Fungia,1,S,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,5,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,10,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Favia,1,M,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,5,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,4,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,5,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,3,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,2,SM,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,1,F,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Echinopora,1,SM,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Pavona,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,3,SM,1,B,P,,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,1,SM,1,UWS,IG,,,UWS,GA,,,2,0,0
Moorea,MRSRF2,1,Montipora,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,2,B,1,UWS,,,,UWS,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,B,1,E,B,PD,,GA,B,,,2,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,8,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Leptoseris,1,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,25,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,15,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,8,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,6,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,12,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,2,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,5,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,1,Porites,3,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,4,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,6,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,1,F,1,P,B,,,P,B,,,2,1,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,P,,,B,P,,,2,1,0
Moorea,MRSRF2,1,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,12,B,1,P,B,PD,,P,B,,,2,1,0
Moorea,MRSRF2,1,Porites,2,B,1,UWS,B,PD,,UWS,B,,,2,0,0
Moorea,MRSRF2,1,Pavona,3,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,1,F,1,P,FB,,,P,B,,,2,1,0
Moorea,MRSRF2,1,Pavona,3,F,1,P,,,,P,,,,1,1,0
Moorea,MRSRF2,1,Pavona,23,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,1,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,2,SM,1,P,FB,,,P,B,,,2,1,0
Moorea,MRSRF2,1,Porites,2,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Porites,4,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,4,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Montipora,6,F,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Pavona,2,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,1,Pavona,4,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,1,Porites,1,B,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,1,Montipora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,2,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,6,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Echinopora,1,SM,1,P,PD,,,P,,,,1,1,0
Moorea,MRSRF2,2,Echinopora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,SM,1,UWS,,,,UWS,,,,1,0,0
Moorea,MRSRF2,2,Montipora,2,SM,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,2,Montipora,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,4,SM,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,2,Montipora,6,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Porites,1,SM,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,2,Porites,1,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,9,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Porites,1,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Porites,4,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Porites,8,SM,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,2,Echinopora,2,SM,2,IG,B,PD,,GA,B,,,2,0,0
Moorea,MRSRF2,2,Montipora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,12,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Porites,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Pavona,2,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,3,SM,1,B,P,PD,,B,P,,,2,1,0
Moorea,MRSRF2,2,Montipora,2,SM,1,B,UWS,P,PD,B,UWS,P,,3,1,0
Moorea,MRSRF2,2,Montipora,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Porites,1,F,1,UWS,P,PD,,UWS,P,,,2,1,0
Moorea,MRSRF2,2,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,3,F,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,4,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Pavona,1,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,SM,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Pavona,5,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,2,B,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Fungia,1,SM,1,P,B,,,P,B,,,2,1,0
Moorea,MRSRF2,2,Pavona,5,F,1,B,PD,,,B,,,,1,0,0
Moorea,MRSRF2,2,Pocillopora,1,B,1,B,,,,B,,,,1,0,0
Moorea,MRSRF2,2,Montipora,1,SM,1,B,,,,B,,,,1,0,0
