site,transect,genus,B,others,FB,GA,IG,P,PR,TLS,UWS,WS,healthy,TotalD,Total Bleaching
LUSRF1,3,Favia,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF1,3,Favites,10,0,0,0,0,0,0,0,0,0,15,0,10
LUSRF1,3,Fungia,0,0,0,0,0,0,0,0,0,0,7,0,0
LUSRF1,3,Galaxea,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF1,3,Goniastrea,0,0,0,0,0,0,0,0,0,0,25,0,0
LUSRF1,3,Hydnophora,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF1,3,Isopora,0,0,0,0,0,0,0,0,0,0,6,0,0
LUSRF1,3,Leptoria,0,0,1,0,0,0,0,0,0,0,1,0,1
LUSRF1,3,Lobophyllia,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF1,3,Montastrea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF1,3,Montipora,0,0,1,0,0,0,0,0,0,0,32,0,1
LUSRF1,3,Pavona,1,0,0,0,0,0,0,0,0,0,6,0,1
LUSRF1,3,Platygyra,0,0,0,0,0,0,0,0,1,1,38,2,0
LUSRF1,3,Pocillopora,0,0,0,0,0,0,0,0,0,0,14,0,0
LUSRF1,3,Porites,0,0,8,0,0,5,7,0,6,0,87,13,8
LUSRF1,3,Stylophora,0,0,0,0,0,0,0,0,0,0,13,0,0
LUSRF2,1,Acropora,0,0,0,0,0,0,0,0,0,0,41,0,0
LUSRF2,1,Coscinaraea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,1,Favites,2,0,0,0,0,0,0,0,0,0,1,0,2
LUSRF2,1,Fungia,0,0,0,0,0,0,1,0,0,0,1,1,0
LUSRF2,1,Goniastrea,0,0,0,0,0,0,0,0,0,0,5,0,0
LUSRF2,1,Hydnophora,1,0,0,0,0,0,0,0,0,0,1,0,1
LUSRF2,1,Leptoria,1,0,0,0,0,0,0,0,0,0,5,0,1
LUSRF2,1,Montastrea,1,0,0,0,0,0,0,0,0,0,2,0,1
LUSRF2,1,Montipora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,1,Pavona,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,1,Platygyra,0,0,0,0,0,0,0,0,0,0,7,0,0
LUSRF2,1,Pocillopora,5,0,0,0,0,0,0,0,0,0,29,0,5
LUSRF2,1,Porites,0,0,6,0,0,1,7,0,3,0,86,10,6
LUSRF2,1,Stylophora,0,0,0,0,0,0,0,0,0,0,4,0,0
LUSRF2,1,Turbinaria ,0,0,0,0,0,0,0,0,0,2,0,2,0
LUSRF2,2,Acropora,11,0,0,1,0,2,1,0,0,1,155,3,11
LUSRF2,2,Coscinaraea,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,2,Cyphastrea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,2,Diploastrea,0,0,0,0,0,0,0,0,0,1,4,1,0
LUSRF2,2,Echinopora,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF2,2,Favia,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,2,Favites,3,0,0,0,0,0,0,0,0,0,9,0,3
LUSRF2,2,Fungia,0,0,0,0,0,0,0,0,0,0,9,0,0
LUSRF2,2,Galaxea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,2,Goniastrea,2,0,0,0,0,0,0,0,0,0,36,0,2
LUSRF2,2,Isopora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,2,Leptastrea,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,2,Leptoria,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,2,Lobophyllia,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,2,Merulina,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,2,Montipora,0,0,0,0,0,0,0,0,0,0,23,0,0
LUSRF2,2,Pavona,0,0,0,0,0,0,0,0,0,0,8,0,0
LUSRF2,2,Platygyra,0,0,0,0,0,0,1,0,0,0,10,1,0
LUSRF2,2,Pocillopora,1,0,0,0,0,0,0,0,0,0,16,0,1
LUSRF2,2,Porites,0,0,1,0,0,11,6,0,3,3,328,12,1
LUSRF2,2,Stylophora,0,0,0,1,0,0,0,0,0,0,13,1,0
LUSRF2,3,Acropora,11,0,2,5,0,2,0,0,2,6,216,13,13
LUSRF2,3,Astreopora,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,3,Coscinaraea,0,0,0,0,0,0,0,0,0,0,4,0,0
LUSRF2,3,Ctenactis,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF2,3,Cyphastrea,0,0,0,0,0,0,0,0,0,0,4,0,0
LUSRF2,3,Diploastrea,0,0,0,0,0,0,0,0,0,0,4,0,0
LUSRF2,3,Echinopora,0,0,0,0,0,0,0,0,0,0,9,0,0
LUSRF2,3,Favia,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,3,Favites,12,0,0,0,0,0,0,0,0,0,8,0,12
LUSRF2,3,Fungia,0,0,0,0,0,1,0,0,0,0,7,0,0
LUSRF2,3,Galaxea,3,0,0,0,0,0,0,0,0,0,2,0,3
LUSRF2,3,Goniastrea,0,0,0,0,0,0,0,0,0,0,34,0,0
LUSRF2,3,Goniopora,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,3,Hydnophora,0,0,0,0,0,0,0,0,1,0,2,1,0
LUSRF2,3,Leptoria,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,3,Leptoseris,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF2,3,Lobophyllia,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF2,3,Merulina,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF2,3,Montipora,0,0,0,0,0,0,0,0,1,0,15,1,0
LUSRF2,3,Pavona,0,0,0,0,0,1,0,0,0,0,36,0,0
LUSRF2,3,Platygyra,1,0,0,0,0,0,0,0,0,0,15,0,1
LUSRF2,3,Pocillopora,2,0,0,0,0,0,0,0,0,0,48,0,2
LUSRF2,3,Porites,1,0,9,0,0,19,3,0,3,0,384,6,10
LUSRF2,3,Stylophora,0,0,0,7,0,0,0,0,0,1,34,8,0
LUSRF2,3,Turbinaria ,0,0,0,0,0,0,0,0,0,0,6,0,0
LUSRF3,1,Acropora,2,0,0,12,0,7,0,0,2,6,369,20,2
LUSRF3,1,Coscinaraea,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF3,1,Favia,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF3,1,Favites,4,0,0,0,0,0,0,0,0,0,7,0,4
LUSRF3,1,Goniastrea,2,0,1,0,0,0,0,0,0,0,14,0,3
LUSRF3,1,Goniopora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF3,1,Hydnophora,0,0,0,0,0,0,0,0,0,0,5,0,0
LUSRF3,1,Isopora,13,0,0,0,0,3,0,0,0,0,128,0,13
LUSRF3,1,Leptastrea,0,0,0,0,0,1,0,0,0,0,4,0,0
LUSRF3,1,Leptoria,0,0,1,0,0,0,0,0,0,0,2,0,1
LUSRF3,1,Lobophyllia,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF3,1,Montastrea,1,0,1,0,0,0,0,0,0,0,8,0,2
LUSRF3,1,Montipora,0,0,0,0,0,0,1,0,0,0,26,1,0
LUSRF3,1,Pavona,1,0,0,0,0,0,0,0,0,0,4,0,1
LUSRF3,1,Platygyra,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF3,1,Pocillopora,5,0,0,7,0,0,0,0,0,0,43,7,5
LUSRF3,1,Porites,1,0,1,0,0,2,1,0,3,0,44,4,2
LUSRF3,1,Psammocora,1,0,0,0,0,0,0,0,0,0,2,0,1
LUSRF3,2,Acropora,7,1,0,8,0,3,0,0,2,0,263,11,7
LUSRF3,2,Coscinaraea,0,0,0,0,0,0,0,0,0,0,1,1,0
LUSRF3,2,Favites,1,0,0,0,0,0,0,0,0,0,1,0,1
LUSRF3,2,Fungia,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF3,2,Goniastrea,1,0,0,0,0,0,0,0,0,0,11,0,1
LUSRF3,2,Hydnophora,1,0,0,0,0,0,0,0,1,0,2,1,1
LUSRF3,2,Isopora,0,0,0,0,0,0,0,0,0,0,34,0,0
LUSRF3,2,Leptastrea,2,0,0,0,0,0,0,0,0,0,1,0,2
LUSRF3,2,Montastrea,2,0,0,0,0,0,0,0,0,0,3,0,2
LUSRF3,2,Montipora,1,0,0,0,0,0,0,0,0,0,5,0,1
LUSRF3,2,Pavona,0,0,0,0,0,0,0,0,0,0,8,0,0
LUSRF3,2,Platygyra,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF3,2,Pocillopora,6,2,0,17,0,0,3,0,0,0,94,22,6
LUSRF3,2,Porites,6,0,1,0,0,6,0,0,2,0,55,4,7
LUSRF3,3,Acropora,15,4,4,3,0,4,0,0,2,6,401,15,19
LUSRF3,3,Coscinaraea,0,0,0,0,0,0,0,0,0,0,3,4,0
LUSRF3,3,Cyphastrea,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF3,3,Favites,2,0,0,0,0,0,0,0,0,0,4,0,2
LUSRF3,3,Galaxea,0,0,0,0,0,0,0,0,0,0,4,0,0
LUSRF3,3,Goniastrea,1,0,0,0,0,0,0,0,0,0,13,0,1
LUSRF3,3,Goniopora,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF3,3,Hydnophora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF3,3,Isopora,0,0,1,0,0,0,0,0,0,0,48,0,1
LUSRF3,3,Leptastrea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF3,3,Leptoria,2,0,1,0,0,0,0,0,0,0,1,0,3
LUSRF3,3,Montastrea,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF3,3,Montipora,2,0,1,0,0,0,0,0,0,0,22,0,3
LUSRF3,3,Pavona,1,0,0,0,0,0,0,0,0,0,8,0,1
LUSRF3,3,Platygyra,0,0,1,0,0,0,0,0,0,0,10,0,1
LUSRF3,3,Pocillopora,13,2,0,15,0,0,1,0,0,0,94,18,13
LUSRF3,3,Porites,2,0,6,0,0,12,1,0,0,0,45,3,8
LUSRF3,3,Stylophora,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF4,1,Acropora,31,1,0,0,0,0,0,0,0,0,61,1,31
LUSRF4,1,Astreopora,0,0,0,0,0,0,0,0,0,0,2,1,0
LUSRF4,1,Coscinaraea,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF4,1,Favia,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF4,1,Favites,2,0,0,0,0,0,0,0,0,0,5,0,2
LUSRF4,1,Galaxea,0,0,0,0,0,0,0,0,0,0,5,0,0
LUSRF4,1,Goniastrea,2,0,1,0,0,0,0,0,0,0,11,0,3
LUSRF4,1,Hydnophora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,1,Isopora,1,0,0,0,0,0,0,0,0,0,3,0,1
LUSRF4,1,Leptastrea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,1,Leptoria,2,0,1,0,0,0,0,0,0,0,2,0,3
LUSRF4,1,Montastrea,3,0,0,0,0,0,0,0,0,0,4,0,3
LUSRF4,1,Montipora,1,0,0,0,0,0,0,0,0,0,11,0,1
LUSRF4,1,Pavona,0,0,0,0,0,0,0,0,0,0,5,0,0
LUSRF4,1,Platygyra,6,0,0,0,0,0,1,0,0,0,14,1,6
LUSRF4,1,Pocillopora,57,2,1,13,0,0,1,0,0,0,94,16,58
LUSRF4,1,Porites,1,1,18,0,0,25,0,0,1,0,150,4,19
LUSRF4,1,Stylophora,0,0,0,1,0,0,0,0,0,0,2,2,0
LUSRF4,1,Turbinaria ,0,0,0,0,0,0,0,0,0,0,5,0,0
LUSRF4,2,Acropora,6,0,0,0,0,0,0,0,0,0,39,0,6
LUSRF4,2,Coscinaraea,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF4,2,Favia,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF4,2,Favites,2,0,0,0,0,0,0,0,0,0,0,0,2
LUSRF4,2,Fungia,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,2,Goniastrea,0,0,0,0,0,0,0,0,0,0,9,0,0
LUSRF4,2,Hydnophora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,2,Leptoria,1,0,0,0,0,0,0,0,0,0,2,0,1
LUSRF4,2,Montastrea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,2,Montipora,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF4,2,Pavona,1,0,0,0,0,0,0,0,0,0,5,0,1
LUSRF4,2,Platygyra,0,0,0,0,0,0,0,0,0,0,6,0,0
LUSRF4,2,Pocillopora,5,0,1,8,0,1,0,0,0,0,53,8,6
LUSRF4,2,Porites,1,0,6,0,0,23,0,0,4,0,112,4,7
LUSRF4,2,Stylophora,0,0,0,1,0,0,0,0,0,0,0,1,0
LUSRF4,3,Acropora,1,0,0,0,0,0,0,0,0,0,14,0,1
LUSRF4,3,Astreopora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,3,Coscinaraea,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,3,Favites,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF4,3,Goniastrea,0,0,0,0,0,0,0,0,0,0,3,0,0
LUSRF4,3,Goniopora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,3,Isopora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,3,Leptoria,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,3,Montipora,0,0,0,0,0,0,0,0,0,0,4,0,0
LUSRF4,3,Pavona,0,0,0,0,0,0,0,0,0,0,5,0,0
LUSRF4,3,Platygyra,0,0,0,0,0,0,0,0,0,0,2,0,0
LUSRF4,3,Pocillopora,3,0,0,4,0,0,0,0,0,0,29,4,3
LUSRF4,3,Porites,0,0,3,0,0,15,0,0,2,0,87,2,3
LUSRF4,3,Stylophora,0,0,0,0,0,0,0,0,0,0,1,0,0
LUSRF4,3,Symphyllia,0,0,0,0,0,0,0,0,0,0,1,0,0
