Location,Date,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Comments,New Cat
Moorea,,MRSRF3,1,Porites,2,SM,0,,,,,H
Moorea,,MRSRF3,1,Porites,2,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,4,SM,3,PD,,,,PD
Moorea,,MRSRF3,1,Porites,1,M,1,"UWS, P",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,1,M,1,"P, UWS, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,1,SM,1,"P, FB",P,P,,P
Moorea,,MRSRF3,1,Porites,3,SM,1,"P, FB, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,1,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,E,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,1,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,1,Porites,1,E,1,"P, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,SM,1,"FB, P,PD",FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,1,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Psammocora,1,SM,1,"FB, P",FB,B,,FB
Moorea,,MRSRF3,1,Favites,1,E,0,,,,,H
Moorea,,MRSRF3,1,Porites,1,M,1,"FB, P",FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,SM,1,"FB, P, PR, PD",FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,M,2,"PR, TLS, PD",PR,,,PR
Moorea,,MRSRF3,1,Montipora,1,SM,1,"B, FB, PD",B,B,,BL
Moorea,,MRSRF3,1,Porites,2,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Montipora,2,SM,1,"E, B, PD",,,,BL
Moorea,,MRSRF3,1,Montipora,1,E,0,,,,,H
Moorea,,MRSRF3,1,Montipora,1,E,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,1,Montipora,1,E,3,PD,,,,PD
Moorea,,MRSRF3,1,Montipora,1,E,1,"P, FB",P,P,,P
Moorea,,MRSRF3,1,Montipora,10,SM,4,"E, P, FB,PD",,,,FB
Moorea,,MRSRF3,1,Montipora,1,M,1,FB,FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,1,Montipora,6,SM,1,"FB, P,PD",FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,M,1,"P,PD",P,P,,P
Moorea,,MRSRF3,1,Montipora,1,F,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Montipora,1,SM,1,"E, P, PD",,,,P
Moorea,,MRSRF3,1,Porites,1,SM,1,"FB, PD",FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,2,SM,1,"P,PD",P,P,,P
Moorea,,MRSRF3,1,Montipora,2,SM,4,"E, FB, PD",,,,FB
Moorea,,MRSRF3,1,Porites,4,M,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,1,Montipora,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Montipora,3,SM,4,"E, FB, PD",,,,FB
Moorea,,MRSRF3,1,Montipora,16,B,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF3,1,Montipora,1,M,3,PD,,,,PD
Moorea,,MRSRF3,1,Montipora,2,SM,1,"UWS, B",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Montipora,3,SM,4,"E, FB, PD",,,,FB
Moorea,,MRSRF3,1,Montipora,1,M,1,"FB, PD",FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,SM,1,"P, FB, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,1,Montipora,1,SM,1,"E, B, PD",,,,BL
Moorea,,MRSRF3,1,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,M,2,"PR, FB, PD",PR,,,PR
Moorea,,MRSRF3,1,Porites,1,M,1,"P, FB",P,P,,P
Moorea,,MRSRF3,1,Acropora,1,B,0,,,,,H
Moorea,,MRSRF3,1,Montipora,6,SM,3,PD,,,,PD
Moorea,,MRSRF3,1,Porites,5,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,M,2,"PR, P, FB, PD",PR,,,PR
Moorea,,MRSRF3,1,Montipora,8,SM,1,"E, P, PD",,,,P
Moorea,,MRSRF3,1,Porites,2,M,1,"P, FB, PR, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,2,M,1,"FB, P, PD",FB,B,,FB
Moorea,,MRSRF3,1,Porites,1,M,2,"PR, BBD, B, PD",PR,,,PR
Moorea,,MRSRF3,1,Porites,1,SM,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,1,M,1,"P, UWS, PD",P,P,,P
Moorea,,MRSRF3,1,Porites,1,SM,1,"E, B, PD",,,,BL
Moorea,,MRSRF3,1,Montipora,6,SM,4,"E, P, FB,PD",,,,FB
Moorea,,MRSRF3,2,Montipora,2,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,2,SM,4,E,,,,IG
Moorea,,MRSRF3,2,Montipora,2,SM,1,"B, E, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,2,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,2,Porites,1,M,1,FB,FB,B,,FB
Moorea,,MRSRF3,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,3,M,1,"PD, P",,,Predation - fish,P
Moorea,,MRSRF3,2,Porites,3,SM,1,"WS, P, FB, PD",WS,WS,,WS
Moorea,,MRSRF3,2,Porites,1,SM,2,"PR, P, UWS, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,2,M,1,"WS, FB, P, PD",WS,WS,,WS
Moorea,,MRSRF3,2,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,2,Porites,1,SM,0,,,,,H
Moorea,,MRSRF3,2,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF3,2,Montipora,3,SM,1,"B,  E, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,2,SM,1,"B, P,  PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,2,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF3,2,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF3,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,5,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,2,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,2,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,SM,2,"PR, UWS, P, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,2,SM,0,,,,,H
Moorea,,MRSRF3,2,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,2,Montipora,2,SM,1,"B, FB, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,2,SM,1,"B, E, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Montipora,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,SM,1,"WS, PD",WS,WS,,WS
Moorea,,MRSRF3,2,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,3,E,1,B,B,B,,BL
Moorea,,MRSRF3,2,Montipora,7,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,2,M,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,1,"TLS, PD",TLS,WSO,,TLS
Moorea,,MRSRF3,2,Porites,2,SM,0,,,,,H
Moorea,,MRSRF3,2,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,SM,1,"FB, P, PD",FB,B,,FB
Moorea,,MRSRF3,2,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,2,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,1,"E, B, PD",,,,BL
Moorea,,MRSRF3,2,Montipora,9,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,7,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,2,Porites,3,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,3,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,2,Porites,1,M,1,"WS, PD",WS,WS,,WS
Moorea,,MRSRF3,2,Porites,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,2,E,4,"E, PD",,,,IG
Moorea,,MRSRF3,2,Porites,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,E,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,SM,2,"PR, P, PD",PR,,,PR
Moorea,,MRSRF3,2,Montipora,1,E,1,"P, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,1,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,2,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,2,Porites,1,SM,0,,,,,H
Moorea,,MRSRF3,2,Montipora,1,SM,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF3,2,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,1,"P, B",P,P,,P
Moorea,,MRSRF3,2,Porites,1,M,2,"PR, P, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,3,M,0,,,,,H
Moorea,,MRSRF3,2,Montipora,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,7,E,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,1,"P, B",P,P,,P
Moorea,,MRSRF3,2,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,2,SM,1,"B, P,PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,2,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,2,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,2,Montipora,1,SM,1,"P, UWS, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,6,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,6,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,2,Porites,2,M,1,"B, FB, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,1,"WS, B, PD",WS,WS,,WS
Moorea,,MRSRF3,2,Montipora,2,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,1,"WS,PR, UWS, PD",WS,WS,,WS
Moorea,,MRSRF3,2,Montipora,5,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,3,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF3,2,Porites,1,B,1,"P, PR, E, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,M,1,"P, FB",P,P,,P
Moorea,,MRSRF3,2,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,1,"B,PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,E,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,2,Porites,1,M,1,"P,PR",P,P,,P
Moorea,,MRSRF3,2,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,2,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Montipora,5,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,2,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,2,Montipora,2,SM,1,B,B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,1,"P,PD",P,P,,P
Moorea,,MRSRF3,2,Montipora,1,E,1,"P, PD",P,P,Predation - fish,P
Moorea,,MRSRF3,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,E,0,,,,,H
Moorea,,MRSRF3,2,Porites,3,M,1,"P, FB",P,P,,P
Moorea,,MRSRF3,2,Porites,3,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,2,Montipora,1,E,1,"P,B",P,P,,P
Moorea,,MRSRF3,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,1,"P,PD",P,P,,P
Moorea,,MRSRF3,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,6,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,2,Porites,1,M,1,"UWS, P, E, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,2,Porites,1,M,1,"FB, P",FB,B,,FB
Moorea,,MRSRF3,2,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,2,Montipora,7,E,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,2,Montipora,3,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Montipora,1,SM,1,"UWS, B",UWS,WSO,,UWS
Moorea,,MRSRF3,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,M,2,"PR, P",PR,,,PR
Moorea,,MRSRF3,3,Montipora,2,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,P,P,P,,P
Moorea,,MRSRF3,3,Montipora,3,SM,1,"B, P",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,3,Porites,1,SM,1,"B, P Fb, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,"Fb, PD",FB,B,,FB
Moorea,,MRSRF3,3,Porites,1,M,2,"PR, P, PD",PR,,,PR
Moorea,,MRSRF3,3,Montipora,1,E,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,2,M,4,"E, PD",,,,IG
Moorea,,MRSRF3,3,Montipora,2,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,B,B,B,,BL
Moorea,,MRSRF3,3,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,2,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,4,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Montipora,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF3,3,Montipora,2,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Porites,2,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Montipora,1,F,1,B,B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,"P, PD ",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,2,E,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,1,"WS, PD",WS,WS,,WS
Moorea,,MRSRF3,3,Porites,1,E,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,1,SM,1,P,P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,3,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,3,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF3,3,Porites,2,M,0,,,,,H
Moorea,,MRSRF3,3,Porites,1,SM,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,3,Porites,1,M,1,"B, PR, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,2,SM,1,"UWS, B",UWS,WSO,,UWS
Moorea,,MRSRF3,3,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,1,SM,4,"E, PD",,,,IG
Moorea,,MRSRF3,3,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF3,3,Porites,3,M,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,3,Porites,2,M,1,"P,PD",P,P,,P
Moorea,,MRSRF3,3,Porites,2,M,1,P,P,P,,P
Moorea,,MRSRF3,3,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,2,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,3,Porites,1,M,1,P,P,P,,P
Moorea,,MRSRF3,3,Montipora,1,M,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF3,3,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Acropora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,3,M,0,,,,,H
Moorea,,MRSRF3,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Acropora,1,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF3,3,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,1,"B, WS, P",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,"PD, FB",,,,FB
Moorea,,MRSRF3,3,Montipora,1,E,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,2,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,M,1,P,P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,3,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,9,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,2,SM,1,"B, E, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Montipora,2,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Montipora,1,SM,1,"P,PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,3,Porites,2,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,3,Montipora,1,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,2,E,0,,,,,H
Moorea,,MRSRF3,3,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,3,Porites,2,M,1,"UWS, P",UWS,WSO,,UWS
Moorea,,MRSRF3,3,Porites,1,M,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF3,3,Favites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,3,Montipora,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,7,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,5,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,2,M,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,2,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF3,3,Porites,1,M,1,"B, P",B,B,,BL
Moorea,,MRSRF3,3,Echinopora,1,F,3,PD,,,,PD
Moorea,,MRSRF3,3,Montipora,3,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF3,3,Porites,3,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF3,3,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSRF3,3,Montipora,1,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF3,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF3,3,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF3,3,Porites,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF3,3,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,3,Porites,4,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,3,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF3,3,Porites,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSRF3,3,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF1,1,Porites,11,M,1,"UWS, P,PD",UWS,WSO,,UWS
Moorea,,MRSRF1,1,Porites,1,M,0,,,,,H
Moorea,,MRSRF1,1,Porites,3,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF1,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF1,1,Porites,8,B,3,PD,,,,PD
Moorea,,MRSRF1,1,Porites,5,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF1,1,Porites,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF1,1,Porites,1,F,1,"B, P",B,B,,BL
Moorea,,MRSRF1,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF1,1,Porites,12,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF1,1,Porites,2,B,0,,,,,H
Moorea,,MRSRF1,1,Porites,1,M,2,"PR, P, PD",PR,,,PR
Moorea,,MRSRF1,1,Porites,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF1,1,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF1,1,Porites,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF1,1,Porites,1,SM,1,"WS, P, PD",WS,WS,,WS
Moorea,,MRSRF1,1,Porites,2,SM,1,"P,PD",P,P,,P
Moorea,,MRSRF1,1,Pavona,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF1,1,Porites,4,M,2,"PR, UWS, P,PD",PR,,,PR
Moorea,,MRSRF1,1,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF1,1,Porites,1,M,1,"WS, P, PD",WS,WS,,WS
Moorea,,MRSRF1,1,Porites,4,M,1,"P, B, PR, PD",P,P,,P
Moorea,,MRSRF1,1,Porites,1,M,0,,,,,H
Moorea,,MRSRF1,1,Porites,4,M,1,"B, P",B,B,,BL
